INDEX,YEAR,MN,DT,MAX,MIN,AW,RF,EVP,DRNRF(hrs),DRNRF(mnts),SSH,TS,N,FFF,D,TOCSQ,DU,RA,DZ,SN,SL,HA,TH,DS,FG,GA,T,G,DUR,T,G,DUR,T,G,DUR,T,G,DUR,
43353,1992,DEC,30,30.2,20.8,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,770, ,   ,  , , ,   , , ,   ,  
43353,1992,DEC,31,30.6,20.5,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,475, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,1,31.6,19.3,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,2,30.6,19.4,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,888, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,3,31.2,18.2,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,780, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,4,31,19.1,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,881, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,5,30.2,17.5,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,75,1,630,  , , ,   , , ,   ,  
43353,1993,JAN,6,30.6,18.2,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,365, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,7,30.2,19.3,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,885, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,8,29.6,18,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,884, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,9,30,19.9,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,620, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,10,31.8,22.5,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,320, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,11,33.6,22.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,745, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,12,31,20.8,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,600, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,13,31,22.2,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,50,1,495,  , , ,   , , ,   ,  
43353,1993,JAN,14,31.2,21.6,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,932, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,15,30,22.6,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,2,340,1,580,  , , ,   , , ,   ,  
43353,1993,JAN,16,28.8,19.7,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,899, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,17,30,21.4,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,891,0,140,  , , ,   , , ,   ,  
43353,1993,JAN,18,31.6,21.4,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,916,0,50,  , , ,   , , ,   ,  
43353,1993,JAN,19,30.8,20.8,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,680, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,20,30.2,21.4,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,335, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,21,30,22.2,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,260,1,555,  , , ,   , , ,   ,  
43353,1993,JAN,22,29.6,21.8,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,140,1,540,  , , ,   , , ,   ,  
43353,1993,JAN,23,29.8,22.2,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,110,1,250,  , , ,   , , ,   ,  
43353,1993,JAN,24,31.8,23,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,325, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,25,30.8,22.5,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,340, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,26,32,22.8,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,420, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,27,33.8,23.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,620, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,28,33.2,22.6,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,560, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,29,30.6,23.2,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,110,1,415,  , , ,   , , ,   ,  
43353,1993,JAN,30,31.8,24.2,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,325, ,   ,  , , ,   , , ,   ,  
43353,1993,JAN,31,31.2,23.4,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,310, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,1,31.4,21.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,460, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,2,31.2,20.9,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,60,1,580,  , , ,   , , ,   ,  
43353,1993,FEB,3,32,19.9,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,275, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,4,33.2,21.2,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,600, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,5,33,21.2,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,6,32.8,22,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,605, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,7,33.2,20.1,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,380, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,8,30.8,21.8,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,913, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,9,29.8,21.8,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,120,1,885,  , , ,   , , ,   ,  
43353,1993,FEB,10,30,23.6,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,95,1,665,  , , ,   , , ,   ,  
43353,1993,FEB,11,31.2,23.4,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,290, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,12,30.4,23.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,600, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,13,32,23,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,610, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,14,31,23.8,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,495, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,15,31.8,24,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,305,0,190,  , , ,   , , ,   ,  
43353,1993,FEB,16,31.2,25.6,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,720, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,17,31.8,25.4,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,883, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,18,31,24.9,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,87,1,178,  , , ,   , , ,   ,  
43353,1993,FEB,19,31,24.9,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,225, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,20,30.8,23.6,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,360, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,21,30.4,24.8,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,3,30,1,495,  , , ,   , , ,   ,  
43353,1993,FEB,22,30.2,25.2,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,2,130,1,250,  , , ,   , , ,   ,  
43353,1993,FEB,23,30.6,23.2,2,0.1,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,8,160,6,185,57,5,7,5,1,2,370,  
43353,1993,FEB,24,31.2,20.2,3,48,   ,3,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,7,90,6,30,57,5,7,35,1,2,650,  
43353,1993,FEB,25,31,22.6,3,0.4,   ,1,5,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,887, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,26,31.2,24,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,65,1,335,  , , ,   , , ,   ,  
43353,1993,FEB,27,32.2,25.4,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,250, ,   ,  , , ,   , , ,   ,  
43353,1993,FEB,28,30.2,23.1,1,11.3,   ,2,0,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,55,5,65,13,1,3,240, , ,   ,  
43353,1993,MAR,1,29,23.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,510,0,230,  , , ,   , , ,   ,  
43353,1993,MAR,2,31.2,24.2,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,260,0,185,  , , ,   , , ,   ,  
43353,1993,MAR,3,31.4,25.2,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,360, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,4,33,24.4,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,885, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,5,33,24.4,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,70,1,660,  , , ,   , , ,   ,  
43353,1993,MAR,6,32,24.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,160,1,515,  , , ,   , , ,   ,  
43353,1993,MAR,7,33,24.8,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,65,1,927,  , , ,   , , ,   ,  
43353,1993,MAR,8,33.1,24,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,886, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,9,32.2,24.8,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,770, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,10,32.8,24.6,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,886, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,11,31.8,25.6,1,0.1,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,161,6,35,52,5,2,25,1,3,775,  
43353,1993,MAR,12,31.6,25.4,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,7,50,1,740,8,0,8,50, , ,   ,  
43353,1993,MAR,13,32,24,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,1,0,0,0,9,2,85,1,270,1,0,1,90, , ,   ,  
43353,1993,MAR,14,32.5,24.1,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,350, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,15,31.8,25,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,360, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,16,31.6,26,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,420, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,17,31.8,25.8,5,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,370, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,18,32,26.2,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,655, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,19,32,26,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,883, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,20,32.8,26.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,590, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,21,32,26.9,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,350, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,22,32.8,26.7,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,7,110,6,45,58,5,8,5,1,2,360,  
43353,1993,MAR,23,33.8,25.1,2,8.8,   ,1,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,245,6,40,58,5,8,10,2,3,75,  
43353,1993,MAR,24,33.3,26,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,550, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,25,31.8,25.3,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,10,1,180,2,0,2,90, , ,   ,  
43353,1993,MAR,26,33,25.4,3,0.1,   ,0,10,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,0,7,260, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,27,31.4,25,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,410,0,205,  , , ,   , , ,   ,  
43353,1993,MAR,28,32.4,25,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,645, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,29,32,25.9,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,270, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,30,32,25.2,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,8,60, ,   ,  , , ,   , , ,   ,  
43353,1993,MAR,31,32.4,26.9,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,1,278,6,25,13,1,3,750,0,2,400,  
43353,1993,APR,1,31.9,25,3,4.4,   ,1,25,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,370, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,2,33,24.7,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,470, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,3,32.2,25.6,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,420, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,4,32.2,26.2,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,260, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,5,32.6,25.8,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,580, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,6,32.4,27.1,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,100,6,77,12,1,2,270,0,7,160,  
43353,1993,APR,7,32.4,23.1,3,4.4,   ,1,17,   ,  , ,   , ,    ,  ,0,0,0,0,0,1,0,0,0,9,6,220,1,330,6,0,6,185, , ,   ,  
43353,1993,APR,8,32.4,24.6,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,235,0,185,  , , ,   , , ,   ,  
43353,1993,APR,9,33,27.2,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,350, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,10,32.6,27,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,220,6,10,12,1,2,390,0,7,120,  
43353,1993,APR,11,32.6,25.6,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,6,35,6,90,56,5,6,10,1,3,160,  
43353,1993,APR,12,32.3,22.9,2,3.9,   ,1,40,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,60,1,160,1,0,1,370, , ,   ,  
43353,1993,APR,13,32.2,24,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,380, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,14,32.4,24.8,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,153,6,92,12,1,2,355,0,7,140,  
43353,1993,APR,15,32.5,24.3,2,1.4,   ,1,32,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,8,70,6,85,12,1,2,370,0,7,135,  
43353,1993,APR,16,32.6,23.2,2,34.2,   ,2,5,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,1,170,6,40,23,2,3,45,1,2,265,  
43353,1993,APR,17,32.4,25.6,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,550, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,18,32.6,25.4,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,1,0,0,0,9,7,285,1,325,  , , ,   , , ,   ,  
43353,1993,APR,19,33,26.8,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,1,0,0,0,9,1,80,1,270,7,0,7,295, , ,   ,  
43353,1993,APR,20,32.4,23.8,3,0.6,   ,0,50,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,40,5,10,12,1,2,360, , ,   ,  
43353,1993,APR,21,33,26.8,5,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,8,32,1,470,  , , ,   , , ,   ,  
43353,1993,APR,22,33.4,28.4,3,0.2,   ,2,52,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,5,5,135,12,1,2,320,0,1,150,  
43353,1993,APR,23,33,27.2,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,190,0,310,  , , ,   , , ,   ,  
43353,1993,APR,24,33,27,8,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,7,95,6,10,57,5,7,30,1,1,450,  
43353,1993,APR,25,34.8,24.4,2,2.7,   ,0,40,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,7,120,6,40,12,1,2,350,0,8,50,  
43353,1993,APR,26,33.5,24.4,2,9.2,   ,0,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,8,70,6,120,58,5,8,10,1,2,310,  
43353,1993,APR,27,33.3,24.6,2,53.3,   ,2,10,   ,  , ,   , ,    ,  ,0,0,0,0,0,1,0,0,0,9,1,260,1,295,2,0,2,60, , ,   ,  
43353,1993,APR,28,32.7,27,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,400, ,   ,  , , ,   , , ,   ,  
43353,1993,APR,29,33.2,27,3,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,275,6,63,12,1,2,435,0,8,100,  
43353,1993,APR,30,33.2,25.4,3,0.1,   ,1,3,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,360, ,   ,  , , ,   , , ,   ,  
43353,1993,MAY,1,33,27,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,245,0,50,  , , ,   , , ,   ,  
43353,1993,MAY,2,33.1,28.2,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,6,110,6,45,56,5,6,5,1,2,315,  
43353,1993,MAY,3,33,25.2,2,9.7,   ,0,50,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,345, ,   ,  , , ,   , , ,   ,  
43353,1993,MAY,4,32.8,28.6,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,7,325,6,85,12,1,2,320,0,7,2,  
43353,1993,MAY,5,32.8,26.6,2,0.1,   ,1,25,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,300,6,18,12,1,2,350,0,8,160,  
43353,1993,MAY,6,34.4,24.8,0,5.8,   ,0,18,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,7,8,1,270,1,0,1,520, , ,   ,  
43353,1993,MAY,7,33.6,27.5,0,0.1,   ,0,8,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,280,0,45,  , , ,   , , ,   ,  
43353,1993,MAY,8,33.2,27.4,1,5.1,   ,4,15,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,7,175,6,105,52,5,2,275,1,2,205,  
43353,1993,MAY,9,33,25.2,2,0.5,   ,2,11,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,190,0,360,  , , ,   , , ,   ,  
43353,1993,MAY,10,33.8,28,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,200,0,145,  , , ,   , , ,   ,  
43353,1993,MAY,11,33.6,27.6,4,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,355, ,   ,  , , ,   , , ,   ,  
43353,1993,MAY,12,33.2,27.8,2,0,   ,0,20,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,2,20,1,275,7,0,7,230, , ,   ,  
43353,1993,MAY,13,33.2,26.2,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,95,6,85,12,1,2,340,0,7,280,  
43353,1993,MAY,14,33.8,24.5,2,7.6,   ,1,25,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,6,200,6,190,57,5,7,90,1,2,250,  
43353,1993,MAY,15,32.6,22.6,1,19.9,   ,4,40,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,95,6,75,22,2,2,100,1,2,220,  
43353,1993,MAY,16,32.4,23,2,11.2,   ,1,15,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,7,185,6,50,12,1,2,255,0,1,75,  
43353,1993,MAY,17,33,24.4,1,2.2,   ,0,50,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,1,370,0,290,  , , ,   , , ,   ,  
43353,1993,MAY,18,32.9,26.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,1,0,0,0,9,7,65,1,205,1,0,1,595, , ,   ,  
43353,1993,MAY,19,33.5,24.8,3,0,   ,0,55,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,185,6,45,53,5,3,15,1,4,510,  
43353,1993,MAY,20,30,24.6,0,0,   ,0,5,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,320, ,   ,  , , ,   , , ,   ,  
43353,1993,MAY,21,32.6,24.8,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,370,6,330,11,1,1,465, , ,   ,  
43353,1993,MAY,22,33.5,23,2,19.4,   ,9,5,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,240,6,290,51,5,1,110,1,2,265,  
43353,1993,MAY,23,32.4,22.9,1,5.1,   ,3,5,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,370,0,215,  , , ,   , , ,   ,  
43353,1993,MAY,24,33,25.5,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,1,0,0,0,9,7,145,5,75,12,1,2,510,0,1,365,  
43353,1993,MAY,25,33.3,25.4,0,0.1,   ,1,20,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,2,260,6,5,13,1,3,190,0,1,350,  
43353,1993,MAY,26,32.4,26.8,2,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,5,13,1,225,2,0,2,360, , ,   ,  
43353,1993,MAY,27,30.8,25.5,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,5,45,6,95,54,5,4,12,1,2,275,  
