INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,,
43353,1999,MAY,0,24,1008,1008.7,23.8,23.8,23.8,100,29.5,99,4,  ,96,3,4,2,4, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,MAY,0,26,1006.4,1007.1,23.6,23.4,23.3,98,28.6,0,0,  ,96,7,4,2,4, , ,6,9, ,8,3,7,371,7,1,7,,   ,  , , ,   
43353,1999,MAY,0,27,1007.9,1008.6,25,24.6,24.4,96,30.5,99,4,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,12,,   ,  , , ,   
43353,1999,MAY,0,28,1008.8,1009.5,25.2,25,24.9,98,31.5,99,4,  ,96,9,5,7,1,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,MAY,0,29,1007.1,1007.8,25.4,25.2,25.1,98,31.9,0,0,  ,  , , , , , , , , , , , ,6,63,6,3,14,,   ,  , , ,   
43353,1999,MAY,0,30,1006.4,1007.1,26,25.2,24.6,92,30.9,29,12,  ,96,3,5,2,3, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,MAY,0,31,1009.8,1010.5,23,23,23,100,28.1,0,0,  ,96,9,5,2,3, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,1,1010.1,1010.8,24,23.6,23.4,96,28.8,0,0,  ,95,7,5,7,2,0,0,7,9,0,7,5,7,571,7,1,8,,   ,  , , ,   
43353,1999,JUN,0,2,1009.9,1010.6,26,25.2,24.9,93,31.5,99,5,  ,96,9,3,7,4,0,0,7,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,3,1010,1010.7,25,24.8,24.7,98,31.1,0,0,  ,96,9,5,7,2,0,0,7,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,4,1010,1010.7,25.8,25.4,25.2,97,32.1,0,0,  ,96,8,4,3,1,0,0,7,9,0,5,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,5,1009.8,1010.5,24.4,24.4,24.4,100,30.5,99,5,  ,96,9,5,2,3, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,6,1008.6,1009.3,24.4,24,23.8,96,29.5,99,5,  ,96,9,5,7,1,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,7,1008.7,1009.4,23.2,23.2,23.2,100,28.4,0,0,  ,96,3,5,2,3, , ,6,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,8,1008.7,1009.4,23.8,23.8,23.8,100,29.5,99,5,  ,96,3,5,2,3, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,9,1007,1007.7,23.6,23.6,23.6,100,29.1,99,5,  ,96,9,6,2,2, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,10,1007.3,1008,23.2,23.2,23.2,100,28.4,0,0,  ,96,7,5,2,3, , ,7,9, ,8,3,7,371,7,1,6,,   ,  , , ,   
43353,1999,JUN,0,11,1007.4,1008.1,23.4,23.2,23.1,98,28.3,0,0,  ,96,8,3,3,3,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,12,1008.4,1009.1,24,24,24,100,29.8,99,5,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,13,1008.2,1008.9,23.4,23.4,23.4,100,28.8,99,4,  ,96,7,5,2,3, , ,7,9, ,8,3,7,371,7,1,6,,   ,  , , ,   
43353,1999,JUN,0,14,1009.6,1010.3,23.2,23.2,23.2,100,28.4,0,0,  ,96,7,6,2,2, , ,7,9, ,8,3,7,372,7,2,6,,   ,  , , ,   
43353,1999,JUN,0,15,1008.8,1009.5,24,24,24,100,29.8,0,0,  ,96,9,5,7,1,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,JUN,0,16,1008,1008.7,24.4,24.4,24.4,100,30.5,0,0,  ,96,8,4,2,4, , ,7,9, ,8,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,17,1006.7,1007.4,26.2,25.6,25.3,95,32.2,0,0,  ,96,8,3,3,3,0,0,6,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,18,1006.3,1007,26.6,25.6,25.2,92,32.1,0,0,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,19,1007,1007.7,25.6,25.2,25,97,31.7,23,12,  ,96,7,5,7,2,0,0,6,9,0,7,3,7,371,7,1,5,,   ,  , , ,   
43353,1999,JUN,0,20,1008.5,1009.2,24.6,24.6,24.6,100,30.9,0,0,  ,96,8,4,2,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,21,1008.7,1009.4,24,23.8,23.7,98,29.3,0,0,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,22,1009.4,1010.1,25.4,24.6,24.2,93,30.2,0,0,  ,96,8,4,3,1,1,1,7,9,9,6,4,6,463,6,3,15,,   ,  , , ,   
43353,1999,JUN,0,23,1009.9,1010.6,26,25.4,25.1,95,31.9,0,0,  ,96,8,2,0,0,1,3,7,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,JUN,0,24,1010.1,1010.8,25.4,24.6,24.2,93,30.2,0,0,  ,96,8,3,0,0,1,2,7,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,JUN,0,25,1009.6,1010.3,25,24,23.5,92,28.9,0,0,  ,96,8,2,0,0,1,1,7,0,9,3,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,JUN,0,26,1007.6,1008.3,25.6,24.8,24.4,93,30.5,99,5,  ,96,8,1,0,0,1,2,7,0,9,3,4,6,461,6,1,16,,   ,  , , ,   
43353,1999,JUN,0,27,1008.1,1008.8,26.2,25,24.5,90,30.7,99,5,  ,96,8,3,0,0,1,2,7,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,JUN,0,28,1009.6,1010.3,23.8,23.4,23.2,96,28.4,0,0,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUN,0,29,1009.3,1010,26,24,23.1,84,28.3,99,5,  ,96,8,2,0,0,1,3,7,0,9,5,4,6,461,6,1,18,,   ,  , , ,   
43353,1999,JUN,0,30,1009.4,1010.1,25.4,24.6,24.2,93,30.2,0,0,  ,96,8,2,0,0,1,1,7,0,9,3,4,6,461,6,1,16,,   ,  , , ,   
43353,1999,JUL,0,2,1008,1008.7,25.6,24.8,24.4,93,30.5,99,5,  ,96,8,2,3,1,1,2,7,9,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,JUL,0,3,1007.6,1008.3,24,23.8,23.7,98,29.3,99,5,  ,96,8,3,3,2,0,0,7,9,0,5,4,6,463,6,3,16,,   ,  , , ,   
43353,1999,JUL,0,4,1007.3,1008,24,23.8,23.7,98,29.3,32,12,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,5,1007.4,1008.1,23,23,23,100,28.1,0,0,  ,95,7,5,2,3, , ,7,9,9,8,3,7,372,7,2,6,,   ,  , , ,   
43353,1999,JUL,0,6,1007,1007.7,24,23.8,23.7,98,29.3,99,5,  ,96,8,4,2,4, , ,7,9, ,8,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,7,1008,1008.7,24.6,24.6,24.6,100,30.9,99,5,  ,96,7,5,2,3, , ,7,9, ,8,4,7,471,7,1,8,,   ,  , , ,   
43353,1999,JUL,0,8,1008,1008.7,23.6,23.4,23.3,98,28.6,0,0,  ,96,8,3,7,4,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,9,1009.1,1009.8,23.6,23.6,23.6,100,29.1,29,16,  ,96,7,5,2,3, , ,7,9, ,8,3,6,363,6,3,12,,   ,  , , ,   
43353,1999,JUL,0,10,1008.7,1009.4,23.8,23.4,23.2,96,28.4,99,5,  ,96,8,3,3,3,0,0,7,9,0,6,4,6,462,6,2,15,,   ,  , , ,   
43353,1999,JUL,0,12,1008.5,1009.2,24.8,24.4,24.2,96,30.2,0,0,  ,96,8,3,3,1,0,0,7,9,0,4,4,6,462,6,2,15,,   ,  , , ,   
43353,1999,JUL,0,13,1010.3,1011,25.6,25,24.7,95,31.1,0,0,  ,96,8,3,3,3,0,0,7,9,0,6,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,JUL,0,14,1009.8,1010.5,24,23.8,23.7,98,29.3,0,0,  ,96,8,3,7,3,0,0,7,9,0,6,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,JUL,0,15,1008.5,1009.2,25.2,25,24.9,98,31.5,0,0,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,16,1007.7,1008.4,24,23.8,23.7,98,29.3,99,5,  ,96,7,4,7,3,0,0,7,9,0,7,4,7,471,7,1,8,,   ,  , , ,   
43353,1999,JUL,0,17,1007.2,1007.9,24,24,24,100,29.8,99,5,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,18,1008.1,1008.8,23.2,23.2,23.2,100,28.4,99,5,  ,95,7,6,2,2, , ,7,9, ,8,3,7,372,7,2,6,,   ,  , , ,   
43353,1999,JUL,0,19,1009.9,1010.6,23.4,23.2,23.1,98,28.3,32,14,  ,96,7,4,7,3,0,0,7,9,9,7,4,7,471,7,1,10,,   ,  , , ,   
43353,1999,JUL,0,20,1009.2,1009.7,23.8,23.8,23.8,100,29.5,0,0,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,21,1010.5,1011.2,23,23,23,100,28.1,0,0,  ,96,7,5,2,3, , ,7,9, ,8,3,7,371,7,1,8,,   ,  , , ,   
43353,1999,JUL,0,22,1009.6,1010.3,23.6,23.4,23.3,98,28.6,99,5,  ,96,7,5,2,3, , ,7,9, ,8,4,7,473,7,3,10,,   ,  , , ,   
43353,1999,JUL,0,23,1009.1,1009.8,23.8,23.8,23.8,100,29.5,32,12,  ,96,9,6,2,2, , ,7,9,9,8,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,JUL,0,24,1009.2,1009.9,23.2,23.2,23.2,100,28.4,99,5,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,25,1008.8,1009.5,25.2,25,24.9,98,31.5,0,0,  ,96,5,2,3,1,1,2,7,9,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,JUL,0,26,1009,1009.7,24.4,23.8,23.5,95,28.9,99,4,  ,96,8,3,7,2,0,0,7,9,0,5,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,JUL,0,27,1010.4,1011.1,24.4,24,23.8,96,29.5,0,0,  ,96,8,3,7,4,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,28,1009.9,1010.6,23.8,23.4,23.2,96,28.4,99,4,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,29,1009.2,1009.9,23.6,23.2,23,96,28.1,99,4,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,JUL,0,30,1007.5,1008.2,25.2,24.6,24.3,95,30.4,0,0,  ,96,8,3,0,0,1,2,7,0,9,5,4,6,462,6,2,15,,   ,  , , ,   
43353,1999,JUL,0,31,1007.6,1008.3,25.8,25.2,24.9,95,31.5,99,5,  ,96,9,4,7,3,0,0,7,9,1,7,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,AUG,0,1,1008.5,1009.2,24,23.8,23.7,98,29.3,32,12,  ,96,9,6,2,2, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,AUG,0,2,1008.4,1009.1,23.6,23.4,23.3,98,28.6,0,0,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,AUG,0,3,1008.1,1008.8,24,23.6,23.4,96,28.8,99,5,  ,96,8,4,7,3,0,0,9,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,AUG,0,4,1008.8,1009.5,24,24,24,100,29.8,99,4,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,AUG,0,5,1009.2,1009.9,25,24.4,24.1,95,30,0,0,  ,96,5,2,0,0,1,1,7,0,9,3,4,6,462,6,2,18,,   ,  , , ,   
43353,1999,AUG,0,6,1009.3,1010,23.6,23.6,23.6,100,29.1,0,0,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,AUG,0,7,1008.7,1009.4,25.8,25.2,24.9,95,31.5,0,0,  ,96,3,4,2,2,0,0,7,9,0,6,4,6,463,6,3,15,,   ,  , , ,   
43353,1999,AUG,0,8,1008.9,1009.6,26,24.6,24,88,29.8,0,0,  ,96,8,3,0,0,1,2,7,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,AUG,0,9,1007.9,1008.6,25,24,23.5,92,28.9,99,5,  ,96,8,3,0,0,1,3,6,0,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,AUG,0,10,1009.3,1010,23.8,23.6,23.5,98,28.9,0,0,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,AUG,0,11,1009.7,1010.4,24.6,24.4,24.3,98,30.4,99,4,  ,96,9,4,3,2,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,AUG,0,12,1008.8,1009.5,25.6,25.4,25.3,98,32.2,0,0,  ,96,8,5,7,2,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,AUG,0,13,1008.4,1009.1,25.8,25,24.6,93,30.9,0,0,  ,96,8,3,3,1,0,0,7,9,0,4,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,AUG,0,14,1008.7,1009.4,24.6,24,23.7,95,29.3,0,0,  ,96,8,3,3,1,0,0,7,9,0,4,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,AUG,0,15,1009.6,1010.3,25,24,23.5,92,28.9,0,0,  ,96,8,4,3,1,2,1,9,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,AUG,0,16,1009.9,1010.6,25.4,25,24.8,97,31.3,99,4,  ,96,8,4,3,1,1,1,7,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,AUG,0,17,1007.3,1008,25.4,24.4,23.9,92,29.7,99,5,  ,96,8,3,3,2,1,1,7,9,9,6,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,AUG,0,18,1008.4,1009.1,25.4,24.4,23.4,92,29.7,0,0,  ,96,5,1,0,0,0,0,7,0,0,1,4,6,461,6,1,16,,   ,  , , ,   
43353,1999,AUG,0,19,1009.7,1010.4,24.6,24.2,24,96,29.8,0,0,  ,96,8,2,0,0,1,2,7,0,9,4,4,6,461,6,1,14,,   ,  , , ,   
43353,1999,AUG,0,20,1009.2,1009.9,25,25,25,100,31.7,99,5,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,12,,   ,  , , ,   
43353,1999,AUG,0,21,1008.1,1008.8,24.8,24.6,24.5,98,30.7,0,0,  ,96,8,4,7,2,0,0,6,9,0,6,4,6,463,6,3,15,,   ,  , , ,   
43353,1999,AUG,0,22,1008.1,1008.8,24.8,24,23.6,93,29.1,0,0,  ,96,8,2,0,0,1,1,7,0,9,4,4,6,461,6,1,14,,   ,  , , ,   
43353,1999,AUG,0,23,1009.2,1009.9,25.4,25.4,25.4,100,32.4,99,4,  ,96,8,4,3,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,AUG,0,24,1009.1,1009.8,24.6,24.2,24,96,29.8,99,4,  ,96,8,2,3,1,0,1,7,9,9,4,4,6,462,6,2,15,,   ,  , , ,   
43353,1999,AUG,0,25,1008.3,1009,25.2,24.8,24.6,96,30.9,0,0,  ,96,8,3,3,1,1,2,7,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,AUG,0,26,1008.8,1009.5,25,24.6,24.4,96,30.5,0,0,  ,96,8,3,3,3,0,0,7,9,0,6,5,6,562,6,2,14,,   ,  , , ,   
43353,1999,AUG,0,27,1011.3,1012,24.6,24.2,24,96,29.8,0,0,  ,96,8,3,3,1,6,1,7,9,9,5,4,6,463,6,3,16,,   ,  , , ,   
43353,1999,AUG,0,28,1011,1011.7,23.4,23.4,23.4,100,28.8,0,0,  ,96,8,2,3,1,1,1,7,9,9,4,4,6,461,6,1,15,,   ,  , , ,   
43353,1999,AUG,0,29,1009.8,1010.5,24.8,24,23.6,93,29.1,0,0,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,15,,   ,  , , ,   
43353,1999,AUG,0,30,1009.8,1010.5,24.4,24.2,24.1,98,30,0,0,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,15,,   ,  , , ,   
43353,1999,AUG,0,31,1009.9,1010.6,25,24.4,24.1,95,30,0,0,  ,96,8,4,3,1,6,1,7,9,9,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,SEP,0,1,1009.1,1009.8,25,24.4,24.1,95,30,0,0,  ,96,8,3,3,1,1,2,7,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,SEP,0,2,1010.1,1010.8,24,23.4,23.1,96,28.3,0,0,  ,96,8,4,7,1,8,1,7,9,9,6,4,6,463,6,3,16,,   ,  , , ,   
43353,1999,SEP,0,3,1011.7,1012.4,24,23.8,23.7,98,29.3,0,0,  ,96,8,3,3,1,1,1,7,9,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,SEP,0,4,1011.9,1012.6,24,23.8,23.7,98,29.3,0,0,  ,96,8,4,3,2,0,0,9,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,SEP,0,5,1010.2,1010.9,24.4,24,23.8,96,29.5,99,5,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,SEP,0,6,1008.7,1009.4,23.4,23.4,23.4,100,28.8,99,5,  ,96,3,5,7,1,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,SEP,0,7,1008.6,1009.3,24,23.6,23.4,96,28.8,99,4,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,SEP,0,8,1008.2,1008.9,24.8,24.4,24.2,96,30.2,0,0,  ,96,8,3,0,0,1,2,7,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,SEP,0,9,1007.6,1008.3,24.8,24,23.6,93,29.1,0,0,  ,96,8,2,3,3,0,0,7,9,0,5,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,SEP,0,10,1006.3,1007,25,24.6,24.4,96,30.5,0,0,  ,96,8,3,0,0,1,2,7,0,9,5,4,6,462,6,2,18,,   ,  , , ,   
43353,1999,SEP,0,11,1008.2,1008.9,25,24.4,24.1,95,30,0,0,  ,95,5,1,3,3,1,1,7,9,9,5,4,6,461,6,1,15,,   ,  , , ,   
43353,1999,SEP,0,12,1007.9,1008.6,25,24.2,23.8,93,29.5,0,0,  ,96,8,3,0,0,1,1,7,0,9,4,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,SEP,0,13,1009.5,1010.2,25.6,24.6,24.1,92,30,99,5,  ,96,3,4,0,0,1,1,7,0,9,5,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,SEP,0,14,1009.2,1009.9,24.6,24,23.7,95,29.3,0,0,  ,96,5,1,0,0,1,2,6,0,9,3,4,6,461,6,1,18,,   ,  , , ,   
43353,1999,SEP,0,15,1009.5,1010.2,25.6,24.6,24.1,92,30,99,5,  ,96,8,3,3,3,0,0,7,9,0,6,4,6,463,6,3,16,,   ,  , , ,   
43353,1999,SEP,0,16,1009.2,1009.9,25.4,24.6,24.2,93,30.2,99,5,  ,96,8,3,3,2,0,0,7,9,0,5,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,SEP,0,17,1008.5,1009.2,24.8,24,23.6,93,29.1,99,4,  ,96,8,2,0,0,1,1,7,0,9,3,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,SEP,0,18,1008.4,1009.1,24.6,23.6,23.1,91,28.3,0,0,  ,96,8,2,0,0,1,3,7,0,9,5,4,6,461,6,1,16,,   ,  , , ,   
43353,1999,SEP,0,19,1009,1009.7,25,24,23.5,92,28.9,99,4,  ,96,8,2,0,0,1,3,7,0,9,5,4,6,461,6,1,10,,   ,  , , ,   
43353,1999,SEP,0,20,1010.1,1010.8,25.2,24.2,23.7,91,29.3,0,0,  ,96,8,2,3,1,1,1,8,9,9,4,4,6,461,6,1,18,,   ,  , , ,   
43353,1999,SEP,0,21,1010.6,1011.3,25.2,24,23.5,90,28.9,0,0,  ,96,8,2,0,0,1,2,7,0,9,4,4,6,461,6,1,15,,   ,  , , ,   
43353,1999,SEP,0,22,1009.6,1010.3,26,25,24.6,92,30.9,0,0,  ,96,8,3,0,0,1,1,7,0,9,4,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,SEP,0,23,1007.8,1008.5,25.2,24,23.4,90,28.8,0,0,  ,96,8,3,0,0,1,2,8,0,9,5,4,6,462,6,2,18,,   ,  , , ,   
43353,1999,SEP,0,24,1008.8,1009.5,24.4,23.4,22.9,91,27.9,0,0,  ,96,8,2,0,0,1,1,7,0,9,3,4,6,461,6,1,16,,   ,  , , ,   
43353,1999,SEP,0,25,1008.5,1009.2,25,24,23.5,92,28.9,0,0,  ,96,8,2,0,0,0,0,9,0,0,2,4,6,461,6,1,18,,   ,  , , ,   
43353,1999,SEP,0,26,1007.4,1008.1,25.2,24.2,23.7,91,29.3,0,0,  ,96,0,0,3,1,1,1,0,9,9,2,9,3,931,3,1,59,,   ,  , , ,   
43353,1999,SEP,0,27,1007.8,1008.5,25,24.4,24.1,95,30,0,0,  ,96,8,1,3,2,1,3,7,9,9,6,4,6,461,6,1,18,,   ,  , , ,   
43353,1999,SEP,0,28,1007.1,1007.8,25.6,25,24.7,95,31.1,0,0,  ,96,8,2,3,1,1,2,7,9,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,SEP,0,29,1006.7,1007.4,25,24,23.5,92,28.9,0,0,  ,96,4,2,3,2,1,1,7,9,9,5,4,6,462,6,2,18,,   ,  , , ,   
43353,1999,SEP,0,30,1007.7,1008.4,25.2,24.4,24,93,29.8,0,0,  ,96,8,2,3,1,1,2,7,9,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,OCT,0,1,1007.4,1008.1,24.6,24,23.7,95,29.3,9,12,  ,96,8,2,0,0,1,1,7,0,9,3,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,OCT,0,2,1008.7,1009.4,23.4,23.2,23.1,98,28.3,99,5,  ,96,8,4,3,2,0,0,7,9,0,6,4,6,464,6,4,15,,   ,  , , ,   
43353,1999,OCT,0,3,1008,1008.7,25.2,24.4,24,93,29.8,0,0,  ,96,8,2,3,2,1,2,7,9,9,6,4,6,461,6,1,16,,   ,  , , ,   
43353,1999,OCT,0,4,1007.5,1008.2,23.4,23.2,23.1,98,28.3,0,0,  ,96,8,3,3,1,1,1,7,9,9,5,4,6,462,6,2,12,,   ,  , , ,   
43353,1999,OCT,0,5,1006.1,1006.8,23.6,23.4,23.3,98,28.6,0,0,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,15,,   ,  , , ,   
43353,1999,OCT,0,6,1006.2,1006.9,23.8,23.8,23.8,100,29.5,99,5,  ,96,8,4,2,3,0,0,7,9,0,7,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,OCT,0,7,1007,1007.7,24.2,23.8,23.6,96,29.1,9,12,  ,96,8,4,3,1,0,0,7,9,0,5,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,OCT,0,8,1006.2,1006.9,25,24.6,24.4,96,30.5,5,12,  ,96,9,4,3,2,0,0,6,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,9,1002.7,1008.4,23.4,23.2,23.1,98,28.3,99,5,  ,96,9,5,2,3, , ,3,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,10,1009.3,1010,25.4,24,23.3,88,28.6,99,4,  ,96,8,2,0,0,1,1,6,0,9,3,4,6,461,6,1,14,,   ,  , , ,   
43353,1999,OCT,0,11,1009.9,1010.6,24.8,24.2,23.9,95,29.7,99,5,  ,96,8,2,3,3,0,0,7,9,0,5,4,6,462,6,2,16,,   ,  , , ,   
43353,1999,OCT,0,12,1009.1,1009.8,24.6,24.6,24.6,100,30.9,0,0,  ,96,9,4,7,3,0,0,5,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,13,1008.7,1009.4,24,23.8,23.7,98,29.3,99,4,  ,96,9,4,3,2,0,0,7,9,0,6,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,OCT,0,14,1008.4,1009.1,24.4,23.6,23.2,93,28.4,16,12,  ,96,9,4,3,2,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,15,1007.7,1008.2,23.2,23.2,23.2,100,28.4,14,12,  ,96,8,3,3,3,0,0,6,9,0,6,4,6,462,6,2,14,,   ,  , , ,   
43353,1999,OCT,0,16,1006.6,1007.3,23.8,23.8,23.8,100,29.5,0,0,  ,96,9,5,7,2,0,0,7,9,0,7,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,17,1006.5,1007.2,23.2,23.2,23.2,100,28.4,9,10,  ,96,9,3,3,3,0,0,3,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,18,1005.6,1006.3,23.4,23.2,23.1,98,28.3,14,10,  ,96,8,4,7,3,0,0,4,9,0,7,4,9,491,9,1,20,,   ,  , , ,   
43353,1999,OCT,0,19,1005.6,1006.3,24.6,24.6,24.6,100,30.9,99,5,  ,96,9,5,7,2,0,0,7,9,0,7,3,9,391,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,20,1005.9,1006.6,24.6,24.4,24.3,98,30.4,36,8,  ,96,9,5,2,3, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,21,1007.9,1008.6,24.8,24.8,24.8,100,31.3,18,14,  ,96,3,5,2,3, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,1999,OCT,0,22,1008.8,1009.5,23.4,23,22.8,96,27.7,9,12,  ,96,8,3,3,1,0,0,5,9,0,4,4,6,463,6,3,14,,   ,  , , ,   
43353,1999,OCT,0,23,1009.1,1009.8,25.2,24.6,24.3,95,30.4,99,5,  ,96,8,3,0,0,1,2,7,0,9,5,4,6,461,6,1,18,,   ,  , , ,   
